created_at,user_id,username,name,place,tweet,language,replies_count,hashtags,sentiment,illness
2021-04-14 04:22:06 UTC,44839509.0,cnbctv18live,CNBC-TV18,,"#COVID-19 India Update | Total cases increase by nearly 2 lakh, active by more than 1 lakh. Last 24-hour increase in total cases are now more than total deaths so far. Recovery rate now below 89% while positivity rate rises to 10%  #Vaccination #covidindia  https://t.co/eI7zr7S2qe",en,2,"['covid', 'vaccination', 'covidindia']",NEGATIVE,severe illness
2021-04-14 04:18:10 UTC,54436268.0,sumanthraman,Sumanth Raman,,185294 new #Covid cases in last 24 hours in India. Another new high. 1026 Deaths. #MaskUpIndia #Vaccinate #COVID19 #covidindia,en,18,"['covid', 'maskupindia', 'vaccinate', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-13 16:20:35 UTC,132681657.0,pagina_siete,Página Siete,,"#P7Informa  En su peor momento por Covid, #India exporta menos vacunas y medicamentos  https://t.co/hzivdzgb44  Descarga la app: Página Siete Pro Suscríbete: admin.digital@paginasiete.bo  https://t.co/WSc7weT7O3",es,0,"['p7informa', 'india']",NEGATIVE,severe illness
2021-04-13 16:13:45 UTC,68927629.0,moneycontrolcom,moneycontrol,,Stringent #COVID19 measures announced for #Mumbai. Here's what is allowed &amp; not allowed.   #Coronavirus #COVID19 #COVIDIndia    https://t.co/ku24QU6nCK,en,0,"['covid19', 'mumbai', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-13 15:36:06 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#LIVE: ""Essential services like medical services, associated services, animal-related activities, media, e-commerce, petroleum will be open"": CM Uddhav Thackeray  #Coronavirus #COVID19 #COVIDIndia |  https://t.co/qKIZU7cMq1  https://t.co/d3z9LojJ7E",en,0,"['live', 'coronavirus', 'covid19', 'covidindia']",POSITIVE,no illness
2021-04-13 15:34:10 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Section 144, Essential services to be allowed from 7am to 8PM. #Maharashtra all set to tighten COVID restrictions.   #Coronavirus #COVID19 #COVIDIndia    https://t.co/qKIZU7cMq1",en,1,"['maharashtra', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-13 15:23:30 UTC,3638215945.0,mirrornow,Mirror Now,,"To what extent will the govt continue to be the sole decision-maker, buyer of the #vaccines? When will we allow some of these vaccines to hit the open markets?   Listen in as Dr Suneela Garg, Member, Lancet Commission Covid India Task Force shares her views   @tanvishukla  https://t.co/69nCevDAZR",en,0,['vaccines'],NEGATIVE,no illness
2021-04-13 15:13:00 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#LIVE: Over 500 testing labs in #Maharashtra, we are testing much more now; now even our testing capacity is falling short: CM #UddhavThackeray.   #Coronavirus #COVID19 #COVIDIndia |  https://t.co/3osApWh3dj  https://t.co/OJ7MIwW0g9",en,1,"['live', 'maharashtra', 'uddhavthackeray', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-13 15:06:38 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#LIVE: ""There was some control over #COVID19 in November-December last year. But there are over 60,000 cases in the state today"": @OfficeofUT.   #Coronavirus #COVID19 #COVIDIndia |  https://t.co/3osApWh3dj  https://t.co/R7CYYN51dO",en,1,"['live', 'covid19', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-13 15:02:42 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#LIVE: @OfficeofUT is now addressing the state. # Lockdown-like measures to be introduced soon. For updates, tune in:  https://t.co/3osApWh3dj  #Coronavirus #COVID19 #COVIDIndia  https://t.co/eEknPWXEk8",en,3,"['live', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,light illness
2021-04-13 14:56:07 UTC,284920800.0,news18dotcom,News18.com,,"#InPics | As the COVID-19 cases witness an upsurge in the country, know how aerosols cause the infection. #coronavirus #covidindia   https://t.co/VRzs7tZYEd",en,0,"['inpics', 'coronavirus', 'covidindia']",NEGATIVE,light illness
2021-04-13 13:35:31 UTC,68927629.0,moneycontrolcom,moneycontrol,,"As #Covid cases rise, here’s a snapshot of some of the main variants of #COVID19 that have been in news for some time now.   #Coronavirus #COVID19 #COVIDIndia |  https://t.co/M3mPMEXox3  https://t.co/kb6zsA7dOy",en,0,"['covid', 'covid19', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-13 13:23:27 UTC,284920800.0,news18dotcom,News18.com,,Shortage of staff due to the COVID-19 pandemic has forced authorities to take the help of a daily wage gardener to collect samples of people at the government civil hospital in Madhya Pradesh’s Sanchi. #covidindia    https://t.co/6OHweaPRod,en,0,['covidindia'],NEGATIVE,severe illness
2021-04-13 12:42:10 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Amid the #Covid19 wave, migrant worker crowd forms at LTT Kurla; Central Railway says 'usual summer rush'. More details �  #Coronavirus #COVID19 #COVIDIndia    https://t.co/p9X8j8mgC2",en,0,"['covid19', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-13 12:26:41 UTC,68927629.0,moneycontrolcom,moneycontrol,,#CoronavirusUpdate: Reports suggest that melting furnaces at crematoriums are running non-stop to deal with the rise of #COVID19 fatalities.   #Corona #Coronavirus #COVIDIndia    https://t.co/LNEVaUKC3j,en,0,"['coronavirusupdate', 'covid19', 'corona', 'coronavirus', 'covidindia']",NEGATIVE,severe illness
2021-04-13 08:15:16 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,Coronavirus India Update: India reports over 1.61 lakh new cases in last 24 hours. @kittybehal10 speak to @SharmaLalit8 &amp; @OommenRickson for more details.  @COVIDNewsByMIB @COVIDNewsByMIB @drharshvardhan @PMOIndia #COVID19 #covidindia #COVID19Vaccination  https://t.co/Df2wRw6h2J,en,0,"['covid19', 'covidindia', 'covid19vaccination']",NEGATIVE,severe illness
2021-04-13 06:55:02 UTC,2354323903.0,prabhatkhabar,Prabhat Khabar,,"#CoronavirusInIndia: देश में बेकाबू हुई संक्रमण की रफ्तार ? कोरोना पीड़ित टॉप-10 देशों में नये मामलों में गिरावट, भारत में बढ़ोतरी.. #covidindia #CoronaUpdate  Content Ratings U/A 13+   https://t.co/xVze50OpLH",hi,0,"['coronavirusinindia', 'covidindia', 'coronaupdate']",NEGATIVE,severe illness
2021-04-13 06:31:29 UTC,3303023034.0,dynamitenews_,Dynamite News,,Union Minister Santosh Gangwar tests positive for COVID-19   #SantoshGangwar #COVID #India @santoshgangwar    https://t.co/qRY6eJsm0n,en,0,"['santoshgangwar', 'covid', 'india']",NEGATIVE,severe illness
2021-04-13 06:18:03 UTC,3181372676.0,newsbytesapp,NewsBytes,,Coronavirus Update:  Number of cases reported on Monday: 1.6 lakh Nationwide tally: 1.36 cr Number of deaths on Monday: 880 Total vaccine doses administered: 10.82 crore #covidindia #COVIDUpdates    https://t.co/dyoZJdgU4k,en,0,"['covidindia', 'covidupdates']",NEGATIVE,light illness
2021-04-13 05:46:28 UTC,21565678.0,soutikbbc,Soutik Biswas,,"As Covid cases surge, India's wealthy lead global enquiries for citizenship and residency abroad, reports @Nik_Inamdar  https://t.co/JT7YojBasx #COVID #India #economy",en,1,"['covid', 'india', 'economy']",POSITIVE,no illness
2021-04-13 04:28:06 UTC,150725695.0,agenzia_ansa,Agenzia ANSA,,"#Covid, #India: oltre 170mila i morti da inizio pandemia. Nel paese asiatico da 1,38 miliardi di abitanti sono stati 13,5 milioni i contagi  https://t.co/MHXApVkg5t",it,11,"['covid', 'india']",NEGATIVE,severe illness
2021-04-12 19:46:53 UTC,48307454.0,pratyush_ranjan,Pratyush Ranjan,,Take A Poll: What Do You Suggest?  #COVIDSecondWave   #COVID19 #covidindia,en,0,"['covidsecondwave', 'covid19', 'covidindia']",NEGATIVE,light illness
2021-04-12 19:46:17 UTC,2152651.0,burgos,Pedro Burgos #Use máscaras PFF2! � � �,,"No dia que passou oficialmente o Brasil em casos de Covid, Índia viu cenas como essa: mais de 2 milhões de devotos entrando no Ganges. Tem que ter muita fé na Ganga mesmo.    https://t.co/H5fXH09ulP",pt,2,[],NEGATIVE,light illness
2021-04-12 15:24:19 UTC,169018518.0,amarujalanews,Amar Ujala,,"भारत में कोरोना: यूके, ब्राजील और दक्षिण अफ्रीकी स्ट्रेन से संक्रमण के 948 मामले #IndiaCovid #CovidIndia #CoronavirusIndia  https://t.co/y4bqaNuelY",hi,2,"['indiacovid', 'covidindia', 'coronavirusindia']",NEGATIVE,severe illness
2021-04-12 15:18:39 UTC,240879503.0,bbcrajiniv,Rajini Vaidyanathan,,"This video, tweeted by a journalist from @ndtv in Raipur @Someshpatel00, shows how bad the #Covid scenario is getting here in #india. Experts say it’s only going to get worse. #Covid #India.   https://t.co/MIdqIicy8Z",en,35,"['covid', 'india', 'covid', 'india']",NEGATIVE,severe illness
2021-04-12 15:02:48 UTC,284920800.0,news18dotcom,News18.com,,"India has been setting a new record every day in the number of fresh coronavirus cases since last week. However, the case fatality rate has reduced to more than half from what it was in April 2020. #covidindia #CoronavirusIndia   Reports @Nivedita_singh   https://t.co/F1jZvZOa25",en,0,"['covidindia', 'coronavirusindia']",NEGATIVE,light illness
2021-04-12 12:44:52 UTC,1.06697e+18,hindustantimes,Hindustan Times,,Covid: India closer to getting 3rd vaccine as panel clears Russia's Sputnik V  https://t.co/L3yrLi3p0K,en,0,[],NEGATIVE,no illness
2021-04-12 09:11:00 UTC,47049617.0,narlak,Narayan Lakshman,,Grim milestone driven by undiluted #COVIDIOCY #COVIDSecondWave #covidindia,en,0,"['covidiocy', 'covidsecondwave', 'covidindia']",NEGATIVE,severe illness
2021-04-12 08:22:38 UTC,193315480.0,oneillyatescbc,Chris O'Neill-Yates,,"India was doing remarkably well until massive maskless election rallies carried on for weeks, and now millions gather for Kumbh Mela at the Ganges. #covidindia",en,15,['covidindia'],POSITIVE,severe illness
2021-04-12 08:19:45 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,Covid India Update: Night curfew imposed in Uttar Pradesh districts with more than 500 active Covid-19 cases. @kittybehal10 speak to @varnit_news for more details. @Uppolice @myogiadityanath #COVID19 #COVIDSecondWave #NightCurfew  https://t.co/jSLOywJn8d,en,0,"['covid19', 'covidsecondwave', 'nightcurfew']",NEGATIVE,severe illness
2021-04-12 08:18:43 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,"Covid India Update: India reports over 1.68 lakh #Covid19 cases. @kittybehal10 speak to @SharmaLalit8, @YawarShafi4, @OommenRickson, @Suraj_Suresh16, @VPremShanker for more details. @COVIDNewsByMIB @CovidIndiaSeva @drharshvardhan @PMOIndia #COVID19India #COVIDSecondWave  https://t.co/0sSltsHT89",en,0,"['covid19', 'covid19india', 'covidsecondwave']",NEGATIVE,severe illness
2021-04-12 06:21:14 UTC,18424289.0,ajenews,Al Jazeera News,,COVID: India overtakes Brazil as world’s second worst-hit country  https://t.co/xXQiYBQ5J5  https://t.co/njOOkGhd6p,en,8,[],NEGATIVE,severe illness
2021-04-12 06:08:49 UTC,1.09045e+18,sevadalga,Goa Pradesh Congress Sevadal,,"The BJP-led government has failed on all fronts, especially under the management of COVID. India has become one of the worst countries in dealing with COVID.  Cases are increasing,neither we are doing enough testing nor are we adequately vaccinated.   #SpeakUpForVaccinesForAll  https://t.co/3GGoS6ifQV",en,0,['speakupforvaccinesforall'],NEGATIVE,severe illness
2021-04-11 22:14:18 UTC,23235714.0,saudeemfoco,Luis F.B.Correia M.D,,#CovidIndia A situação explosiva na Índia vai impactar o fornecimento de vacinas para o resto do mundo. vacinas prontas e insumos. O Canadá já está recebendo menos doses do que o contratado.  https://t.co/xC2m0yo45g,pt,2,['covidindia'],NEGATIVE,severe illness
2021-04-11 17:57:13 UTC,613368810.0,delishdirection,Prachi Joshi,,I don't even have the energy to rage... #covidindia,en,0,['covidindia'],NEGATIVE,severe illness
2021-04-11 15:36:46 UTC,1.28841e+18,mansukhbhaimp,Mansukh Vasava MP,,India is marching ahead to defeat COVID  India becomes the fastest country to administer 100 million doses of #CoronaVaccine &amp; lead the fight globally under the decisive leadership of our Hon’ble PM shri @narendramodi Ji.    #IndiaFightsCorona #TikaUtsav  https://t.co/uF8tsq7S8R,en,0,"['coronavaccine', 'indiafightscorona', 'tikautsav']",POSITIVE,no illness
2021-04-11 15:34:23 UTC,1110805057.0,drrutvij,Dr. Rutvij Patel,,India is marching ahead to defeat COVID  India becomes the fastest country to administer 100 million doses of #CoronaVaccine &amp; lead the fight globally under the decisive leadership of our Hon’ble PM shri @narendramodi Ji.    #IndiaFightsCorona #TikaUtsav  https://t.co/ILA6IR6mFO,en,0,"['coronavaccine', 'indiafightscorona', 'tikautsav']",POSITIVE,no illness
2021-04-11 11:10:52 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,"Covid India Update: Delhi CM Arvind Kejriwal hints at full lockdown, stricter curbs. @MyNameIsPC speak to @mamsabhi_7 for more details. @CMODelhi @ArvindKejriwal @COVIDNewsByMIB @CovidIndiaSeva @drharshvardhan @PMOIndia COVIDSecondWave   Full video:  https://t.co/KqPXameUh9  https://t.co/LXhey2P34x",en,0,[],NEGATIVE,light illness
2021-04-11 09:46:57 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,Covid India Update: Does India need door-to-door vaccination? Watch Rishi Joshi speak to Nephron Clinic Chairman @BagaiDr. @COVIDNewsByMIB @CovidIndiaSeva @drharshvardhan @PMOIndia #COVID19India #COVIDSecondWave  https://t.co/P2oDdWDei1,en,1,"['covid19india', 'covidsecondwave']",NEGATIVE,no illness
2021-04-11 05:12:38 UTC,102268884.0,rameshlaus,Ramesh Bala,,"Due to rise in #Covid cases, some #Bollywood movies are stopping shooting voluntarily..  There will be lot of changes in the movie release dates this year..  #CovidIndia",en,3,"['covid', 'bollywood', 'covidindia']",NEGATIVE,light illness
2021-04-10 17:28:00 UTC,41925129.0,elnorte,EL NORTE,,"Para atender rebrote de Covid, India, que sumó 145 mil contagios nuevos, está restringiendo exportación de vacunas, lo que afecta al mundo. #RegístrateGratis  https://t.co/5gkVEDAbSK",es,0,['regístrategratis'],NEGATIVE,no illness
2021-04-10 17:23:09 UTC,27708897.0,reforma,REFORMA,,"Para atender rebrote de Covid, India, que sumó 145 mil contagios nuevos, está restringiendo exportación de vacunas, lo que afecta al mundo. #RegístrateGratis  https://t.co/3Qlo5g25Sa",es,1,['regístrategratis'],NEGATIVE,no illness
2021-04-10 17:23:06 UTC,33965716.0,reformainter,Reforma Internacional,,"Para atender rebrote de Covid, India, que sumó 145 mil contagios nuevos, está restringiendo exportación de vacunas, lo que afecta al mundo. #RegístrateGratis  https://t.co/p8ywGODNCJ",es,0,['regístrategratis'],NEGATIVE,no illness
2021-04-10 16:48:29 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Due to rising #COVID19 cases, the #Delhi govt has decided to impose a few restrictions in the region.  #Coronavirus #COVID19 #COVIDIndia    https://t.co/o4stjkMIvq",en,0,"['covid19', 'delhi', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-10 16:17:02 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#CoronavirusUpdate: Chennai accounted for most of the new infections with 1,977 cases, taking the aggregate to 2,63,129.   #Corona #COVID19 #COVIDIndia    https://t.co/FZSnZoZ4LV",en,0,"['coronavirusupdate', 'corona', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-10 13:34:32 UTC,245284856.0,amitabhnews18,Amitabh Sinha,,India has become the fastest country to achieve 100 million doses of #Covid  India achieved this in 85 days while China  took 102 days and US 89 days @MoHFW_INDIA @mygovindia  https://t.co/0tcvOriz2K,en,1,['covid'],NEGATIVE,no illness
2021-04-10 10:14:32 UTC,68927629.0,moneycontrolcom,moneycontrol,,".@mybmc receives 99,000 doses of #Covishield amidst a shortage of covid-19 vaccines. More details �  #Coronavirus #COVID19 #COVIDIndia    https://t.co/pZgi6wAOkH",en,0,"['covishield', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-10 08:52:33 UTC,23405846.0,newsx,NewsX,,Covid India SOS: Over 1.45 cases reported in last 24 hours; Are we running out of vaccines?   https://t.co/1yfNZRLpHO,en,0,[],NEGATIVE,severe illness
2021-04-10 05:50:37 UTC,2354323903.0,prabhatkhabar,Prabhat Khabar,,#CoronaUpdateInIndia : क्या आपके राज्य में भी लगेगा लॉकडाउन ? महाराष्ट्र समेत इन राज्यों ने लिया बड़ा फैसला..  #CoronavirusIndia #COVIDSecondWave #COVIDIndia #lockdown2021   Content Ratings U/A 8+   https://t.co/bA8jAS4rIW,hi,0,"['coronaupdateinindia', 'coronavirusindia', 'covidsecondwave', 'covidindia', 'lockdown2021']",NEGATIVE,no illness
2021-04-10 04:58:21 UTC,1253956303.0,jayapluschannel,Jaya Plus,,தாம்பூல தட்டில் வெற்றிலை பாக்குடன்  முகக்கவசம் அளித்து விழிப்புணர்வு ஏற்படுத்திய தன்னார்வலர்   #Madurai #CovidIndia #COVID #COVID19 #corona #coronamask #coronavirus #Mask  https://t.co/yKZl0qPHI0,ta,0,"['madurai', 'covidindia', 'covid', 'covid19', 'corona', 'coronamask', 'coronavirus', 'mask']",NEGATIVE,light illness
2021-04-10 04:55:39 UTC,1253956303.0,jayapluschannel,Jaya Plus,,தமிழக-கேரள எல்லையில் தீவிர கண்காணிப்பு   #TamilNadu #Kerala #Kanyakumari #CovidIndia #COVID #EPass #Coronamask #corona #coronavirus  https://t.co/LRlRUzaTsP,ta,0,"['tamilnadu', 'kerala', 'kanyakumari', 'covidindia', 'covid', 'epass', 'coronamask', 'corona', 'coronavirus']",NEGATIVE,severe illness
2021-04-10 04:07:45 UTC,1253956303.0,jayapluschannel,Jaya Plus,,இந்தியாவில் இதுவரை 9.80 கோடி கொரோனா தடுப்பூசி போடப்பட்டுள்ளது  - மத்திய சுகாதாரத்துறை அமைச்சகம் #CovidIndia #Covaxin #COVID #coronavirus #coronavaccine  https://t.co/IjnwaKdbqz,ta,0,"['covidindia', 'covaxin', 'covid', 'coronavirus', 'coronavaccine']",NEGATIVE,no illness
2021-04-10 03:57:28 UTC,1059896820.0,thanthitv,Thanthi TV,,"#BREAKING : நாடு முழுவதும் ஒரே நாளில் 1,45,384 பேருக்கு கொரோனா  கடந்த 24 மணி நேரத்தில் இந்தியா முழுவதும் 794 பேர் கொரோனாவுக்கு பலி  இந்தியாவின் கொரோனா பாதிப்பு எண்ணிக்கை -1,32,05,926  தற்போது கொரோனா பாதிக்கப்பட்டுள்ளோர் எண்ணிக்கை -10,46,631  #COVID19India | #CovidIndia | #COVID19  https://t.co/JK7OD7YXnq",ta,2,"['breaking', 'covid19india', 'covidindia', 'covid19']",NEGATIVE,severe illness
2021-04-09 14:46:06 UTC,102268884.0,rameshlaus,Ramesh Bala,,"1,000+ jump in a day for TN..  TN reports 5,441 Covid cases.. Yesterday, it was 4,000+  #CovidIndia",en,6,['covidindia'],NEGATIVE,severe illness
2021-04-09 12:18:43 UTC,22793955.0,indiacom,India.com,,Researchers have found that sunnier areas are linked with fewer deaths from the coronavirus. Read on  #covid19 #CoronavirusIndia #coronavirus #CovidIndia    https://t.co/08rZ9d3kzN,en,0,"['covid19', 'coronavirusindia', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2021-04-09 12:11:35 UTC,1.19924e+18,ahindinews,ANI_HindiNews,,"हमारे अस्पताल में 37 डॉक्टर संक्रमित पाए गए। मास्क पहनना, सोशल डिस्टेंसिंग का पालन करना और हाथ धोना यह प्रक्रिया हमें अगले 2 सालों तक करनी पड़ेगी। इतनी जल्दी बड़े देश में हार्ड इम्यूनिटी नहीं हो सकती है: दिल्ली के सर गंगा राम अस्पताल के चेयरमैन डॉ.डी.एस राणा  #CovidIndia  https://t.co/jJH4pXwERu",hi,0,['covidindia'],NEGATIVE,severe illness
2021-04-09 06:25:28 UTC,68927629.0,moneycontrolcom,moneycontrol,,Johnson &amp; Johnson to soon begin clinical trials of its single-shot COVID-19 vaccine in India ⤵️   @JNJNews #COVID19 #Coronavirus #Vaccine #COVID #India    https://t.co/1Y887Z3tuS,en,1,"['covid19', 'coronavirus', 'vaccine', 'covid', 'india']",NEGATIVE,no illness
2021-04-09 04:58:19 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,Covid India Update: Night curfew imposed in Karnataka from 10 pm to 5 am. @palaksharmanews speak to @Suraj_Suresh16 for more details @CMofKarnataka @BSYBJP #NightCurfew  https://t.co/VDxfCG4Yk7,en,0,['nightcurfew'],NEGATIVE,no illness
2021-04-09 04:57:14 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,"States impose strict restrictions after India sees highest daily surge in #Covid19 cases. @Gaurravhanda8, Dharmendra Kumar bring details. @palaksharmanews @COVIDNewsByMIB @CovidIndiaSeva @drharshvardhan @PMOIndia #CovidIndia #COVIDSecondWave #NightCurfew  https://t.co/4gwyKKNGHO",en,2,"['covid19', 'covidindia', 'covidsecondwave', 'nightcurfew']",NEGATIVE,severe illness
2021-04-08 23:16:31 UTC,1.11003e+18,krutikakuppalli,"Krutika Kuppalli, MD FIDSA",,"Since the beginning of the #COVID19 #pandemic I have long been concerned that #India would become the epicenter, and now it appears that this may become true.   Everyone is focused on #Brazil and I believe that with a population of &gt; 1 billion we should be focused on #CovidIndia",en,3,"['covid19', 'pandemic', 'india', 'brazil', 'covidindia']",POSITIVE,severe illness
2021-04-08 20:38:00 UTC,2824241.0,varunkrish,Varun Krishnan,,Just for the scale of our #vaccination drive against #COVID - India has currently vaccinated over 90 million citizens only behind China 149 million and USA 171 million   We started late and are a country of a billion+ so we need to move faster,en,3,"['vaccination', 'covid']",NEGATIVE,no illness
2021-04-08 18:35:26 UTC,17710740.0,dna,DNA,,"#COVID19: #Telangana govt to give Rs 2000, 25 kgs rice to teachers who lost jobs due to pandemic | Reported by Prasad Bhosekar (@prasadbhosekar)  #TelanganaGovernment #COVIDSecondWave #covidindia #Covid19 #Covid #Coronavirus #CoronavirusIndia   https://t.co/mmz399xNPI",en,0,"['covid19', 'telangana', 'telanganagovernment', 'covidsecondwave', 'covidindia', 'covid19', 'covid', 'coronavirus', 'coronavirusindia']",NEGATIVE,no illness
2021-04-08 18:24:11 UTC,76289047.0,rachitaprasadet,Rachita Prasad,,"Erm...what exactly are we to celebrate? #Tikautsav #vaccination #covidindia   States flag Covid-19 vaccine shortage, centre dismisses claims   https://t.co/FLkscKCkFv",en,1,"['tikautsav', 'vaccination', 'covidindia']",NEGATIVE,no illness
2021-04-08 13:53:28 UTC,2930935453.0,theprintindia,ThePrintIndia,,"Despite Covid, India adds 38 billionaires in 2021, Ambani &amp; Adani retain top 2 spots  Tenzin Zompa @Zompaaaa reports for ThePrint   https://t.co/9MS1gl1vWy",en,2,[],NEGATIVE,no illness
2021-04-08 12:07:54 UTC,2473925244.0,ashukkla,Arvind Shukla,,"‘By 9th April, stock-out of Covishield vaccine in the entire state’: Odisha govt writes to health minister Harsh Vardhan  #COVID19India #covidindia #COVID19Vaccination #odisha   https://t.co/3eP73tqnVV",en,0,"['covid19india', 'covidindia', 'covid19vaccination', 'odisha']",NEGATIVE,light illness
2021-04-08 11:30:17 UTC,91291184.0,ethicalsid,Siddharth Setia,,✅Wear Mask  ✅Maintain social distancing   ✅Take all the necessary precautions.  Because the government is busy spreading corona.  #COVIDSecondWave #covidindia #vaccine #vaccineshortage  https://t.co/EVS9gSh3Em,en,2,"['covidsecondwave', 'covidindia', 'vaccine', 'vaccineshortage']",NEGATIVE,light illness
2021-04-08 10:23:09 UTC,68927629.0,moneycontrolcom,moneycontrol,,"In view of the rising #coronavirus cases in Noida, a seven-hour night curfew has been. More details �  #NightCurfew #COVID19 #COVIDIndia    https://t.co/EDshh4uAh5",en,0,"['coronavirus', 'nightcurfew', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-08 09:18:50 UTC,4053162792.0,sitaramyechury,Sitaram Yechury,,"Total lack of concern &amp; urgency to save lives by the BJP central government is appalling.  PM declares periodically, in denial of this reality, that India has defeated Covid!  India must vaccinate all adults on a war footing.  https://t.co/sysP8dJ61H",en,5,[],NEGATIVE,no illness
2021-04-08 09:06:16 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,Covid India Update: Madhya Pradesh imposes weekend lockdown in all cities from April 9 to 12. Rishi Joshi speak to senior journalist Narendra Verma. @COVIDNewsByMIB @CovidIndiaSeva @drharshvardhan @PMOIndia #COVID19India #COVID19  https://t.co/e5hRXFlosh,en,0,"['covid19india', 'covid19']",POSITIVE,light illness
2021-04-08 08:54:52 UTC,255405210.0,yasminkidwai,Yasmin Kidwai,,So while the world recovers from #Covid - India spirals into another dark hole  Election rallies &amp; Kumbh r galore while non bjp states struggle wit survival  We are no better planned wit  #vaccine than we were with #lockdown  Ps -remember jihaadi #markaz,en,0,"['covid', 'vaccine', 'lockdown', 'markaz']",NEGATIVE,severe illness
2021-04-08 08:05:19 UTC,102268884.0,rameshlaus,Ramesh Bala,,TN : Weddings - 100 people max.. Funerals - 50 people max..   Temples - up to 8 PM..  Koyambedu and other Big Markets - No Retail   #CovidIndia,en,7,['covidindia'],NEGATIVE,no illness
2021-04-08 05:14:59 UTC,9.79273e+17,indiaaheadnews,India Ahead News,,"Covid India Update: India reports 1,26,789 cases in 24 hours, states impose strict restrictions. @kittybehal10 speak to @ahuja_harshit94 for more details. @CovidIndiaSeva @drharshvardhan @PMOIndia #COVIDSecondWave #COVID19  https://t.co/OCdBHpdwkk",en,0,"['covidsecondwave', 'covid19']",NEGATIVE,severe illness
2021-04-08 03:14:12 UTC,17710740.0,dna,DNA,,"UP Lockdown: #Lucknow, #Varanasi and several other cities under 'curfew' from today - check rules here  #lockdown #COVIDSecondWave #CoronavirusIndia #covidindia #UttarPradesh    https://t.co/nUn0wr2T2y",en,1,"['lucknow', 'varanasi', 'lockdown', 'covidsecondwave', 'coronavirusindia', 'covidindia', 'uttarpradesh']",NEGATIVE,severe illness
2021-04-08 02:41:02 UTC,600774588.0,pittieaditya,Aditya Pittie ��,,Covid: India surpasses US to become fastest vaccinating country in the world | India News - Times of India  https://t.co/KFXkDHq8jr,en,0,[],POSITIVE,no illness
2021-04-07 17:09:56 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Some states, including #Maharashtra &amp; #Odisha, have complained of a scarcity of #vaccines during a second wave that has forced some centers to turn away people.  #COVID19 #Coronavirus #COVIDIndia    https://t.co/E2VTpOYHgj",en,2,"['maharashtra', 'odisha', 'vaccines', 'covid19', 'coronavirus', 'covidindia']",NEGATIVE,light illness
2021-04-07 16:32:59 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#COVID19Update: Maharashtra records the highest daily count of 59,907 cases, bringing the state-wise tally to 31,73,261. More details �  #Coronavirus #COVID19 #COVIDIndia    https://t.co/hgykg9Q2xb",en,1,"['covid19update', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
2021-04-07 16:07:45 UTC,68927629.0,moneycontrolcom,moneycontrol,,.@SerumInstIndia asks govt for $403 million to boost @AstraZeneca vaccine output. Here are all the details �  #Coronavirus #COVID19 #COVIDIndia    https://t.co/fgxca4Bh5n,en,1,"['coronavirus', 'covid19', 'covidindia']",NEGATIVE,no illness
2021-04-07 15:48:05 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#COVIDUpdate: Mumbai reported 10,428 new #coronavirus cases and 23 fresh fatalities today, which took its caseload to 4,82,760 and death toll to 11,851.   #Coronavirus #COVID19 #COVIDIndia    https://t.co/UpjOQQI5fY",en,0,"['covidupdate', 'coronavirus', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
