keywords,likes,tweets
COVID-19,0,Not once did I mention Covid 19. There’s always suppose to be border protection. I didn’t say anything about title 42
COVID-19,0,"People are being _injected_ directly with COVID-19? Jesus Christ, that's a big story. You should contact your local news agency."
COVID-19,1,"I wonder why evil is allowed to flourish on this earth,Im thinking the reason is,because people are in general afraid,the Covid 19 "" narrative proved this, I do pray at times too."
COVID-19,0,"For the #NewWorldOrder, everything has to happen quickly.With gene therapy in the name of the Covid_19, it didn't take 2 years before it was declassified. There were and are a few thousand dead, it doesn't matter.#G7広島サミット"
COVID-19,0,"Honestly, it's probably one of those people who think that COVID-19 is caused by plants"
COVID-19,1,"Read Klaus Schwab's book: ""Covid 19 &amp; the Great Reset""If you have already, you KNOW what their stated goal is: to reduce Gloabl population by up to 90% by 2050.Then, put all the pices of the puzzle together &amp; the bigger picture becomes quite clear:See: Georgia Guidestones"
COVID-19,1,"COVID-19 is still here, NYC! Even though the Federal Public Health Emergency has ended, for now, the oral antiviral medicine Paxlovid remains free. If you test positive for COVID-19, ask your doctor about treatment or call 212-COVID19:"
COVID-19,3,In this  piece I’m quoted about the use of mechanical ventilation in #COVID19 and the risk of ventilator-associated pneumonia. Mechanical ventilation is almost always a life-saving procedure and the alternative is often immediate death
COVID-19,0,"Wenstrup Demands Accountability for COVID-19 Nursing Home Deaths, Requests Transcribed Interview with Former Governor Andrew Cuomo..."
COVID-19,1,#Texas judge orders #FDA to accelerate release of #COVID19 #vaccinetrial data
COVID-19,0,"Yet public health advocates were highly critical of Florida’s “open door” policy during COVID-19, pointing to public health risks by not mandating masks and opening public schools early.   The child death rate doubled in FL, but #DerSantis got his QAnons voteslocked in. #Deaths"
COVID-19,0,"Mental health, addiction, homelessness; each requires commitments to $$$ and support of real, thoughtful solutions.But for this thread, let's talk about the safe reduction of incarceration as an overdue imperative, and the necessary response to protect from #COVID19."
COVID-19,1,"BTW, this was written with the  owners in mind, but it applies in any number of cities. You can only abuse the fan base &amp; depend on their loyalty (or hate of the ) for so long. I used to be a season ticket holder, for goodness sake, before COVID-19!"
COVID-19,0,"Everyone should tune in to this!!!!! #VaccineSideEffects #VaccinesWork#vaccination #COVID19[PREMIERING 5/19, 8:30PM ET] The Unseen Crisis: Vaccine Stories You Were Never Told | Documentary"
COVID-19,0,After getting the vaccine: My mother suffers from sudden loss of hearing as well as heart arrhythmia which required an abrasion procedure. My father was diagnosed with an uncurable red blood cell disease called MDS.This doc must be watched#covid19 #vaccine
COVID-19,1,"Nope. I love DCU but hell no after the COVID-19 lab leak and resulting threats by the left/dems to imprison people, lock them in their homes, and shut down broader society. I used to want guns gone but the left showed how wrong I was. They went insane  and I'll never forget it."
COVID-19,17,A deeply humbling &amp; distinguished honor to have been presented with one of the inaugural  Resiliency Awards for Leadership in recognition of my work during the COVID-19 pandemic on Wednesday. (1/3)
COVID-19,3,"And that's how God overpowered COVID19.Mark 3:27 (KJV) No man can enter into a strong man's house, and spoil his goods, except he will first bind the strong man; and then he will spoil his house.⚡Watch and Prepare: Global Lockdown!#ProphetElvisMbonye"
COVID-19,0,America’s top 20 nonprofit hospitals received over $23 billion in COVID-19 payments (while killing or injuring millions of people) - TRUE NEWS USA
COVID-19,0,"What we call Covid-19 is a type of virus, a coronavirus, that we've known about since the 60's and have monitored and experimented with since then.This pandemic was just a particularly lethal type of that virus. We have had ample time to study it."
COVID-19,0,WHO says COVID-19 pandemic has cost 330 million life-years globally
COVID-19,0,"Since the start of the pandemic, 1,163,871 Americans have died from #COVID19 (16.9% of all deaths worldwide). That is about the same as 17,905 American Airlines Flight 320s which killed 65 people in 1959:"
COVID-19,0,"Important information to share with those still calling Ivermectin horse dewormer. Ivermectin proven as the most effective Covid treatment at all stages by multiple studies.COVID-19 early treatment: real-time analysis of 2,829 studies via"
COVID-19,0,"I know, but…🤷🏻‍♀️Petition: Launch a Public Inquiry into the approval process for covid-19 vaccines"
COVID-19,0,New COVID-19 Data at 2023-05-19 05:30:01 pm EDT #Coronavirus #COVID19 #COVID_19
COVID-19,9,"Congratulations to ICON the winner of our 2023 Global Impact Award for its role in the search for vaccines and treatments for Covid-19, specifically its partnership on Pfizer and BioNTech's investigational Covid-19 vaccine programme"
COVID-19,0,Watchdog Finds 3.7 Million Potentially Fraudulent Pandemic Relief Recipients #breaking #news #covid19 #pandemic #money #fraud #crime #articleHERE'S WHAT THEY FOUND:
COVID-19,311,"US COVID-19 update- Wastewater levels remain low- COVID ED visits, hospitalizations, deaths at or near all-time lows- Excess deaths near historical baseline since mid-Feb- Multiple XBB sublineages circulating, XBB.1.16 proportion likely to growMore:"
COVID-19,0,"New research explores the impact of B-cell depleting therapies on pediatric patients with MS and COVID-19 severity. #Neurology #MS #COVID19Check out the findings from Teri Schreiner, MD:"
COVID-19,1,An immigrant businesswoman and a Mariners ticket hawker faced sentencing this week over separate schemes to steal thousands in COVID-19 stimulus money.
COVID-19,2,"This year’s COVID-19 vaccines should be updated to target one of the currently dominant XBB variants, a WHO advisory group recommended yesterday; the group also advised against including the original SARS-CoV-2 strain in future vaccines."
COVID-19,0,#ICYMI:Dr. Scott Miscovich of Premier Medical Group joined Spotlight to discuss the state of COVID-19 in Hawaii.  Watch:
COVID-19,0,"Favorable and unfavorable trends were reported in major cancer risk factors, preventive behaviors and services, and screenings during the COVID-19 pandemic."
COVID-19,0,Former CBC Journalist Tells National Citizen’s Inquiry That Public Broadcaster Censored Stories on COVID-19 Vaccine Harms
COVID-19,0,2017 Harvard doctor wrote a report claiming “Medical mistakes are the third leading cause of death in the USA”Not for profit healthcare providers claim his study inaccurate. But COVID-19 escalated awareness as nurses and medical professionals protested about inadequate staffing.
COVID-19,0,what is the COVID-19 situation over there?
COVID-19,395,".⁦⁩ promised us this, but it took Congress to do it. ⁦⁩ Demands Accountability for COVID-19 Nursing Home Deaths, Requests Transcribed Interview with ⁦⁩ ⁦⁦⁩"
COVID-19,0,mC:&gt; covid-19 (#coronavirus) worldwide data:  #
COVID-19,2,Join us next Thursday at 6 for my investigation into Medicare Covid-19 test fraud. A big THANK YOU  to everyone who has sent me information on their unwanted shipments of Covid tests. I am determined to help you get accountability. #BetterCallBehnken #BCBHere's the new promo:
COVID-19,0,"treating secondary bacterial pneumonia in critically ill patients with severe pneumonia, including those with COVID-19""Source: 2/*"
COVID-19,13,"almost certainly gonna regret tweeting this, but continuing to need to care about COVID-19 is so exhausting. most everyone has given up, and it's so frustrating to move through the world when you can't."
COVID-19,2,"Swiss Pirate Party is against prolonging COVID-19 law, which would give the federal government additional power to enforce all kinds of bs."
COVID-19,35,"We are told 7.3 million people in the UK are on #NHS waiting lists - that's 1 in 9 of us. And it's getting worse. So, who is to blame for this? Is it #Covid19? Is it #VladimirPutin? Or is it 13 years of #Tory underfunding and mismanagement? What do you think?"
COVID-19,8,"End the 1st day with some pediatric challenges: fetal SVT, covid 19, atrial arrhythmia in CPVT and genetic variant reclassification.    and Sara Cherny. #HRS2023"
COVID-19,0,"Corman Drosten claim their PCR detects an oligonucleotide sequence unique to the SARS COV2 covid19 gemome- however this is obviously fraudulent.  The covid19 PCR test is the most important tool enabling the fake pandemic and associated fascist ""public health"" mandates."
COVID-19,0,"big issue arrive, yes back in 2015 i knew he would fail us when it came to covid 19. another thing i was referring to then was the failures of hurricane relief and not paying employees because he wanted push his racism to Mexicans"
COVID-19,4,The $14 trillion price tag of the COVID-19 pandemic makes it the most expensive disaster the US has faced this century. Schaeffer Center expert  and  Prof. Adam Rose analyze which sectors were impacted the most.
COVID-19,1,"Is that the same vaccine that trump and his ilk got?....How can you say COVID-19 vaccines killed more people than the Holocaust, while denying the Holocaust?"
COVID-19,1,We all saw the state of Care Homes during #Covid19 I was kind of hoping the problem with Social Care that COVID showed up would stay a priority but alas it hasn't . Care Homes were killing fields during the pandemic &amp; even more so due to what happened in hospitals.its all linked
COVID-19,0,It’s a little bit like the people who are still scared about going outside due to COVID-19 agoraphobia. It keeps all the right people hidden inside and off the streets and keeps all the right/weird people properly marked with masks so that normal people can avoid them in public.The travel advisories probably kept all the freaks from visiting which is good.
COVID-19,2,#Friday #FridayThoughts #COVID19 #NWO #truthI told you!  Never seen this video and DEFINITELY NOT part of the club but KNOW #illuminati been spreading viruses to try and harm me and others! ONLY reason not dead is because #God protects me!
COVID-19,4,The  site has good plain language as well as technical summaries regarding #COVID19 . They are  .
COVID-19,0,"Deep down, I miss Covid-19 days 😂"
COVID-19,5,"UV lamps for #disinfection may harm #indoorairquality, according to University of Helsinki study. Increased use during COVID-19 has unintended adverse effects, reducing indoor air quality. Learn more:"
COVID-19,0,The Furin Cleavage Site Part 1: Nexus – Origin of Covid-19
COVID-19,0,"Because, maybe Muzeyi is the problem, and people talk about problems, count how many people were talking about covid19 when it was the problem"
COVID-19,7,"Statement on the antigen composition of COVID-19 vaccinesCOVID-19 XBB descendent lineages: XBB.1.5 and XBB.1.16, are highly immune evasive, with XBB.1.5 being 1 of the with the greatest magnitude of immune escape from neutralizing antibodies to date."
COVID-19,0,"Covid-19 is a variation of a disease virus that's existed for decades. We've known about it and how it spreads, as well as the manner in which to stop it from spreading. We didn't require new testing for a new variation that spreads the same way."
COVID-19,0,"This was a top headline in February 👇🏾👇🏾👇🏾""Atlanta Sending Back $10M in Federal COVID-19 Relief Funds""SEND BACK $10M &amp; allocate $1M to food insecure Atlantans, solid plan."
COVID-19,1,"The COVID-19 public health emergency ended May 11, 2023. Learn more about flexibilites that have been made permanent and those that are changing.  via"
COVID-19,1,"You are welcome to WALK IN to our COVID-19 vaccine clinic Tues., May 23 from 11AM to 3PM. HPPH clinic in Stratford:653 West Gore St.More clinic dates at ."
COVID-19,2,"The comments at the site of the article are very distressing. Australians seemed to have not learned that surgical masks can't stop an aerosolized respiratory virus and kids are at very, very low risk of bad outcomes of COVID-19. It's sad to read comments like these."
COVID-19,0,Major ConcernWhy after Much Needed Wage IncreaseDid We Receive Realtor Property Increase ???NOW just after #COVID19 Discontinued Rental Protection 😔WE HAVE NOT LEARNED ANYTHING FROM THIS TIME MOVING FORWARD
COVID-19,1,"Substitute COVID 19 for WWI and we're right back where Germany was 100 years ago. What happened, Hitler. Thanks to Joe Biden we are heading down the same path."
COVID-19,0,"Honoring the families of Khalid Jabara &amp; Heather Heyer this weekend on the anniversary of the COVID-19 Hate Crime Act, legislation that addressed anti-AAPI #hatecrimes &amp; authorized funding for hotlines &amp; programs to improve data collection and reporting"
COVID-19,11,"Happy to finally see this out with   . In this article, we assess public support for the US #ChildTaxCredit during the COVID-19 pandemic. The paper shows that (1/3):"
COVID-19,1,Maybe she’s suffering from the COVID-19 vaccine 💉
COVID-19,0,And beta+ gamma
COVID-19,0,The same one saying AI won’t replace humans are the same ones saying COVID-19 wasn’t gonna be a thing
COVID-19,0,Not placing corporations as key to increased rents is like ignoring the role of China in the spread of covid-19. #cdnpoli #canada #bcpoli #vanpoli #vanre #housingcrisis #ccp #CCPChina #CCPVirus #ufwd #moneylaundering
COVID-19,0,EEOC revises COVID-19 guidance following end of public health emergency
COVID-19,0,"“Secondary bacterial infection of the lung (pneumonia) was extremely common in patients with COVID-19, affecting almost half the patients who required support from mechanical ventilation.”"
COVID-19,0,Knee osteonecrosis after SARS-CoV-2 infection: a systematic case-based review #covid
COVID-19,1,Dr. Fauci/Genocide by Rendezivir Poisoning/ multiple organ failure/ pulmonary edema. Drs committed murders in the hospitals getting paid by the government to use this lethal evil drug /CDC mandated. FDA did not approve this drug. Covid19 Patients Died/EVIL
COVID-19,1,"Made it easy for you, this website tracks Covid 19 treatments. 2,829 studies studying various treatments. Ivermectin effectiveness shown clearly."
COVID-19,1,I expect people with pancreatic cancer will seriously consider this even if they were misled about COVID-19 vaccines.
COVID-19,2,"Coincidentally, just this week. The  misinformation chiefs, like  and  started sharing research that mentions ""excess deaths"" but not in the context of the Covid19 mRNA shots. They are slowly trying to confuse the term and re-brand excess deaths."
COVID-19,1,NOT covid outbreaks but side affects of the covid jabs!!!Covid 19 not isolated in a lab so does not exist... Only found influenza A and B.....
COVID-19,29,"Even after Covid19 and a million dead Americans,the Biden led(CCP paid him millions of dollars)democrat party sides with China,..not even an apology is demanded by Biden but those millions of dollars given to him by China,count for something,right...🙄😵‍💫😵🧐"
COVID-19,0,Do you know any link about this?
COVID-19,3,"Today is going to be another long day. Up all night again with endless #CoughingFits. And no day off or day in bed, no leaving the flat until 19 June! #COVID19 #LongCOVID #COVID19Aus #CrookAsA🐶"
COVID-19,5,"15 babies in the UK have myocarditis. 1 died, 8 in intensive careExperts💉say📷they📷baffled..?  The WHO say its “unusual”… and recommended that childcare facilities and schools are closed if cases surge.  Fortunately all the parents were vaccinated against Covid-19"
COVID-19,4,"NYC public sector nurses are used to being asked to do more with less, yet throughout COVID-19, they have done more than anyone to keep our city safe.For this &amp; many other reasons, the Public Advocate proudly signed on in solidarity with :  [1/2]"
COVID-19,0,"l have a question:Whether bedroll and blanket services have been resumed in all trains for 3A and 2A class ? If I am not wrong, it was discontinued by the Indian Railways as a precautionary measure against the Covid-19 pandemic in 2020."
COVID-19,0,USA ( COVID19 Victims)
COVID-19,1,The covid19 prophecy by the greatest prophecy of this dispensation.
COVID-19,1296,The CDC have recalled all Johnson and Johnson COVID 19 vaccines and ordered stock to be destroyed .. according to this report.
COVID-19,0,What did the pandemic actually cost? According to one source the economic toll of COVID in the U.S. will reach $14Trillion by end of '23. More than 1.1M people have died as a result of COVID-19 in the US alone and many more hospitalized or lost loved ones.
COVID-19,0,"After a delay of several years due to COVID-19, Fredericton Heritage Trust will be having an official unveiling of a commemorative plaque for the house that Willie O'Ree helped buy for his parents this Saturday, May 20th at 1:00 PM, 212 Charlotte Street, Fredericton."
COVID-19,1,Worrying⚠️☢️
COVID-19,0,Justice Gorsuch on COVID-19 and Emergency Government  via
COVID-19,0,"It was u people for ur selfish political interests who went &amp; invited the military to come to South East &amp; hunt down ur people, &amp; they came with their jihadists, we watched u helped to import these foreign killers into South East during the COVID-19 lockdown wt d help of Uzodinjo"
COVID-19,1,"Our leaders have proven that they don’t care about the people. They bankrupted the west with endless money printing, lied to the world about Covid-19 and started a proxy war with a nuclear power. Hoping that they will make sane decisions to prevent nuclear war is naive.🕯️"
COVID-19,0,Is there a connection between US-funded Ukrainian biolabs and COVID-19? - LifeSite
COVID-19,0,"NO idea why you dont have a Nobel prize. You know more than everyone at Health Canada! ""All approved COVID-19 vaccines used in Canada  are effective at helping to protect against severe illness,  hospitalization and death from COVID-19."""
COVID-19,0,The WHO has not declared the Covid-19 pandemic over - via :
COVID-19,90,"I know 750+ people [2020]1 65yr old person with COVID-19.[Nov 2021 - now]3X vaxxedDEATHS 6 cancer (liver, kidney, Hogkins, Brain, Pancreatic, Colon)1 liver damage 1 blood clots9 with Cancer4 heart issues 2 ovary issues 3 dementia1 skin issues Many COVID-19/ RSV"
COVID-19,0,#Cities worldwide have developed #bikeways with new urgency since 2020. #Covid19 #covid #Covid_19 #pandemic
COVID-19,0,Yeah right countries like South Africa that were almost on par with the Western world when it came to COVID 19 testing. I won't try again I'll just laugh at how you're acting like you know what you're talking about.
COVID-19,0,"Nearly All Patients Hospitalized With Covid-19 Had Chronic Health Issues, Study Finds - The New York Times"
COVID-19,0,"Did this also apply when alternative treatments were banned for Covid-19 and experimental, non-sterile injections were mandated into every arm? ""It's entirely about the ideology and not the medicine"""
COVID-19,1,"""A new analysis now suggests that a major section of people who were  supported by ventilators during their Covid-19 infection suffered a  secondary bacterial infection that could have led to their deaths."""
COVID-19,0,But then after so many....it's no surprise 6%ers go full tilt.COVID-19 mRNA vaccination leading to CNS inflammation: a case series
COVID-19,1,Thread ⬇️#COVID19 #MildMyAss
COVID-19,1,"Is your family fully vaccinated from COVID-19? ⁠⁠If you still have questions, talk to your health care provider to get answers. The COVID-19 vaccine is shown to be safe and effective. ⁠Learn more at 👇️⁠⁠.⁠"
COVID-19,0,He was trying to get the Covid-19 out of his system. 😆
COVID-19,0,"The London region was among the nation’s leaders in job recovery after the pandemic, gaining more than 42,000 jobs one year after COVID-19, just released figures from Statistics Canada show."
COVID-19,14,"DNZ in Parliament would sort Covid 19 vaccine reporting anomaly.-16/12/22 Medsafe Safety Report serious adverse events 3688.-May '23 next report 116 reports (serious/non-serious combined)-12 April OIA H2023021744 admits to 13,850 serious adverse eventsLet's sort Wellington!"
COVID-19,0,"So, no to Covid-19?"
COVID-19,0,Here is the COVID-19 wastewater report for the Grand Island plant for this week. Numbers are remaining low which is welcome heading into next week.You can read the full report at .
COVID-19,3,"Xavier Naidoo was part of  and their lead singer , but then started a succesful solo career. His music was used in the world champion ship in Germany.Since he spoke critical about Covid19. He received massive hatred.He was even disqualified from Eurovision !!!"
COVID-19,1,"🌙💤 Can't sleep? This study uncovers the truth about sleep quality during the COVID-19 pandemic. Learn how anxiety, depression, and lifestyle habits affect your sleep quality. #SleepCrisis #MentalHealth #COVIDSleep"
COVID-19,0,"I did not subscribe to aftermath of Covid-19,Russian\Ukraine crisis or global oil decline as an excuse for the gross poor economic situation of Nigeria.Ours is more of internal,personal pocket servicing,failure to feel d feels,policy as a loophole 4corruptn"
COVID-19,1,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are PermanentEvidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction. 57"
COVID-19,12,"As an IM trainee, much of my clinical training both in medical school and residency has been during the COVID-19 era.This year, however, I have the exciting opportunity to attend my first conference in person -- #ATS2023"
COVID-19,0,I remember testing positive for Covid-19I decided I’d tell no one to see whether anyone’d get sick and NOBODY did.How much of our illnesses are mental? This is the question
COVID-19,1,"Well at least they didn't kill 730,000 Americans at the beginning of the COVID-19 pandemic--cripple the US economy and incite an insurrection."
COVID-19,0,"This has been on my mind ever since season 4 with seeing the animated clue packages. I know those were made due to the Covid-19 pandemic but still it was a unique change to the show and got me thinking ""Could the show get cartoon celebrities on the show as guests or contestants?"""
COVID-19,0,🎥 May 24th  6 PM: Special film screening of “Dignidad: California Domestic Workers’ Journey for Justice!” This documentary follows domestic workers as they organize for workplace protections during the COVID-19 pandemic.
COVID-19,0,"How Much $ America’s Billionaires Have Made During The Covid-19 Pandemic   20 million Americans lost their job in the pandemic, “At the same time,roughly 650 billionaires in America saw their net worth increase by more than $1 trillion #GreatReset"
COVID-19,0,Two-trace two-dimensional correlation spectra (2T2D-COS) analysis using FTIR spectra to monitor the immune response by COVID-19 #covid
COVID-19,1,"Every crisis spawns conspiracy actors who claim to have sure-fire solutions to complex issues.  Covid-19 was no different.  Ivermectin is a anti-parasitic medicine- claims that it can treat covid, a *virus*, are dubious, at best."
COVID-19,1,"Jacksonville has some motion picture quality Hollywood-ish scandals. It’s incredible.  JEA, K9s for Veterans, that freaky GOP candidate for mayor, the GOP-JSO-COJ VIP who killed himself, Ponte Vedra COVID-19 parties… Will be wild?"
COVID-19,44,"Have had many patients in the periop setting refuse blood from COVID19 vaccinated donors for that or other reasons Since the blood bank doesn’t know donor status, they have to sign the “refusal of blood products” form"
COVID-19,0,Do you know any link about this cloud?
COVID-19,1,"Now that the federal COVID-19 emergency has ended, I shared my insights w/  on how we can build upon lessons to bolster our national public health system and improve coordination with health care delivery  /1"
COVID-19,0,The idea of vaccines is sacrosanct because we are lazy and cowardly and want to believe that Death is not down by the front door sniffing a bicycle seat. I've had nineteen innoculations in my life including rabies. Rabies doesn't work any better than the Covid 19 crap did.
COVID-19,0,#coronavirus #COVID19 Data from
COVID-19,0,"Something's gone wrong since we were red pilled w Covid19 fear. Forced vaccines &amp; 😷-up seems to have also damaged some ppls🧠&amp;🫀. Paedophiles &amp; child grooming is supported by gov &amp; law enforcement, &amp; violent wackjobs are all over our streets."
COVID-19,0,#Thursday is the last #day to #obtain COVID-19 #testing #reimbursed by #insurance  #covid19
COVID-19,571,"Other Bitch who spawned the Russia Collusion Hoax. I never believed a word out of her mouth. She dropped hoax articles of impeachment on January 15th, 2020, the same day the first case of Covid-19 was confirmed thru testing."
COVID-19,0,#coronavirus #COVID19 Data from
COVID-19,0,#coronavirus #COVID19 Data from
COVID-19,28,"And, of course, from agencies and officials in the US that likely share culpability for the origin of COVID-19 and that definitely share culpability for false narratives about the origin of COVID-18 (Fauci, Collins, Carroll, Daszak, and associates)."
COVID-19,0,"2/My god if #ATS2023 won't require masks who will? Let's break down the Health &amp; Safety pageATS will adhere to all requirements specified by CDC, Washington DC &amp; facility best practices to prevent the spread of COVID-19 during ATS 2023. But- SCIENCE! These are NOT best practices."
COVID-19,0,"Yes, you are right"
COVID-19,0,Constitutional lawyer discusses politicization of Covid-19 vaccine approval at citizen’s inquiry  RebelNews
COVID-19,11,Thank you  and  for following the pandemic through to its not-ending.Folks who can continue to protect themselves and their communities should do so.#COVID19
COVID-19,1,".: ""For a while, the Brexiters could blame all our woes on anything but #Brexit: #COVID19 or #Ukraine. But there’s no hiding place now.""  #Britain"
COVID-19,0,International COVID-19 registry uncovers increased incidence of clotting in heart attack patients with COVID-19 - {
COVID-19,153,"Covid 19 … Were we spun a bunch of lies or were all the lockdowns, masks, restrictions and vaccines necessary?   and  talk to me and live callers about Irelands overreaction to the pandemic. Click here to listen"
COVID-19,0,They are playing with fire in Europe⚠️☢️
COVID-19,1,"Stop the war, evil!"
COVID-19,0,"“A new analysis suggests that a high percentage of people who required help from a ventilator due to a COVID-19 infection also developed secondary bacterial pneumonia,” the paper says.“This pneumonia was responsible for a higher mortality rate than the COVID-19 infection.”"
COVID-19,0,"and really thought that it was what I was going to do w/my life. Didn't happen. I applied right at the wrong time as the COVID-19 pandemic reared its ugly head, programs that might have admitted me lost funding yada yada yada."
COVID-19,0,"Spike-Induced Clumping in the Absence of Platelets: ""This Is Really Unusual""Dr. Ryan Cole talked about how the spike protein in Wuhan coronavirus (COVID-19) mRNA vaccines trigger unusual clumping in the bloodstream"
COVID-19,0,"You are at it again, more nonsenseNo one died of COVID-19 As COVID isn't a virusAm sure you will continue rambling on about your fantom viruses"
COVID-19,16,Amazing talk on how COVID-19 spurred digital health in EP.Now let’s harness this to level the playing field and reduce disparities  #HRS2023 Dr K Thomas REACT AF is a landmark trial to use digital health through the lens of equity. Oversample black pts!
COVID-19,0,I usually don't post emotional messages on SM but in a few days Allah ne Abba ki yaad dila diya .... Inna lillah hi wa inna ilaihi rajioon#COVID19 #9may2021
COVID-19,0,"Reminder: Over 1 million Americans were killed by covid-19, more then the Americans lost in every single war combined.Millions more would have died if the country didn't act.Still, some Republican politicians are such scumbags that they exploit the tragedy."
COVID-19,0,"📛Russia Bans former US Prez. Barack Obama. #mepolitics #mapoli #covid19 #ushistoryMetro UK., Aug 2021: ""#MarthasVineyard has 63 Covid cases after Barack Obama party"""
COVID-19,29,The hold-up comes from those in government and policy circles who are more interested in using the origin of COVID-19 as leverage against China than in determining the truth about the origin of COVID-19 origins and taking steps to prevent future lab-generated pandemics.
COVID-19,57,No wonder governments are pissed lol they paid for pro memes but ours are better &amp; we do it for love The $500k contract for Covid-19 memes that was approved by then-Police Commissioner Mike Bush
COVID-19,0,"The newest design of oximeter, which has several parameters: SPO2, PR, PI. It has the sleep monitoring, data record #auspol #COVID19 #antivirals4ms (R) 8"
COVID-19,0,"""While major studies showing the success of ivermectin against COVID-19 were ignored, scientists have criticized the clinical trials which Big Pharma relied upon, saying the tests were 'designed to fail.'"""
COVID-19,0,Understand Your COVID-19 Risk Status &amp; Treatment Options #PFEColleague
COVID-19,0,"So Covid-19 was not a lesson enough for you? People are being sued, some are being reimbursed… this Western Life is not a real life, you are compromising your children’s health because of articles. Stop being naive and read the room."
COVID-19,0,"Only been to Florida once. We went to Disney World and came home with COVID19, not a fan!"
COVID-19,1,Bad people in that photo👹
COVID-19,0,"Covid-19 impacted 2019-20 numbers, so that’s not a fair comparison. Calendar year 2019 vs 2023 is a far comparison.254 more surgeries in the first 19 weeks of 2023 vs 2019 (723 annualized), a 0.9% increase, compared to 6% pop. increase.#factsoverframing #nspoli"
COVID-19,0,The WHO has not declared the Covid-19 pandemic over  via
COVID-19,1,"Have zero problem with how women dress,none of my business.But damn I like looking."
COVID-19,0,EEOC revises COVID-19 guidance following end of public health emergency  #trending
COVID-19,0,COVID19
COVID-19,2,"We all agree 🇦🇺⚫️🟡🔴 publish, a #COVID19 Book and call it. WE ARE NOT DEAD 💀"
COVID-19,0,"Since the start of the pandemic, 1,163,871 Americans have died from #COVID19 (16.9% of all deaths worldwide). That is about the same as 72,741 1987 Maryland train collisions which killed 16 people in 1987:"
COVID-19,9,"We are happy to join over 180 FCDO posts worldwide in the #GlobalMile marathon today! 😊🏃🚶‍♀️🚶‍♂️Global Mile is a global marathon, bringing together HMG’s network of missions worldwide &amp; our headquarters in the UK.First one after COVID-19, and charity is at the heart of it all."
COVID-19,25,Supreme Court Justice Neil Gorsuch says emergency measures taken during the COVID-19 crisis that killed more than 1 million Americans were perhaps “the greatest intrusions on civil liberties in the peacetime history of this country.”
COVID-19,8,"COVID-19 testing, testing — Get results in 1, 2, 3! Testing is the most important way you can help control the spread of COVID-19. Learn more:"
COVID-19,0,"Check out this article: Hong Kong stocks sink to lowest in 5 years on Ukraine conflict, Covid-19 deaths while China dials down GDP target"
COVID-19,0,New report on origins of COVID-19 makes a 'compelling case'  via
COVID-19,4,’s longstanding collaboration with ministries of health around the world allowed countries to quickly build their #COVID19 response. The experiences over the last 3 years will strengthen future global health efforts too. See these stories at .
COVID-19,0,"COVID-19 positive and need help? Call the COVID-19 hotline at 1-800-525-0127, then press #. Language assistance is available."
COVID-19,0,The latest COVID-19 and Influenza data is available on Canton City Public Health's online dashboard. You can view the dashboard here:
COVID-19,0,FDA Pulls Authorization for Original Pfizer and Moderna COVID VaccinesThe monovalent Moderna and Pfizer-BioNTech COVID-19 vaccines are no longer authorized for use in the United States.
COVID-19,0,New COVID-19 Data at 2023-05-19 05:00:02 pm EDT #Coronavirus #COVID19 #COVID_19
COVID-19,2,"The awards recognized 15 industry members who developed, improved or materially transformed their attraction or business since the start of the COVID-19 pandemic:"
COVID-19,1,This article isn’t aging well. It proves he isn’t an anti vaxxed all the while Johnson and Johnson’s COVID-19 vaccine just got pulled off the shelves.
COVID-19,0,"And also back in 2020, I did a donation to her Animal Crossing: New Horizons livestream on her YouTube channel. Yes, this was during the lockdown due to COVID-19 pandemic."
COVID-19,0,"#KigaliFlashbackCivil society has brought #communities together to tackle #COVID19.  Watch  Desta Lakew, Claude Muvunyi, Bvudzai Magadzire, Vaibhav Gupta, Sarah Andries at #KGD2022."
COVID-19,0,COVID-19 roundup: FDA recalls 500K+ COVID-19 tests due to bacterial concerns
COVID-19,0,"The risk of a new large-scale #COVID19 outbreak in #China in the short term is minimal, despite a recent uptick in new infections, according to Wang Liping, a researcher at the Chinese Center for Disease Control and Prevention."
COVID-19,1,"After you've received the COVID-19 vaccine, the vaccine that causes the Woke Mind Virus, they know they already got you, so they feign ignorance to avoid lawsuits."
COVID-19,0,Tests for so called covid19? Or PCR  test in general?
COVID-19,1,"2019-20 numbers are impacted by Covid-19 in March 2020, so not a fair comparison. 254 more surgeries in the first 19 weeks of 2023 vs the first 19 of 2019 is 723 annualized. That’s a 0.9% increase, compared to 6% pop. increase.#factsoverframing #nspoli"
COVID-19,0,EEOC Updates COVID-19 Technical Assistance  | by
COVID-19,0,"Tourism in 2022 was 5 percent higher than in 2019, the last full year before the COVID-19 pandemic hit the state.  Not exactly a booming growth rate."
COVID-19,1,Two main processes are thought to drive the pathogenesis of #COVID19. View our Therapeutic Management of Hospitalized Adults With COVID-19 page to learn more:
COVID-19,0,It's all denial with those who won't listen to reason. Obviously you don't give a damn about those who died from Covid-19 or the possibility that 99% of the world's climate scientists are correct. You don't deserve any time from me.
