keywords,likes,tweets
Vaccine,0,No. I said wages increase bigly.  Please tell me exactly how you stop a virus.  Lockdowns? Ineffective vaccines? Sweden won. It’s all Darwinism. Has been so since caveman days. How many died from or with the virus?  You or I will never know.
Vaccine,0,"Ivermectin, a drug our Governments were aware had a 90%+ success rate in treating Covid, became impossible to get because they were in cahoots with Big Pharma to give us a life threatening MRNA vaccine and make billions.Many politicians got rich off these vaccines sadly."
Vaccine,0,"That’s not how it works, Sharpie.  LYou have to understand what those studies mean. And what they mean, is the need for boosters. You know, the same concept we see in dozens other vaccines that have been administered for decades.  So…where did you study epidemiology again?"
Vaccine,0,"Historical context, that well-known vaccine against cholera..."
Vaccine,0,Robert F. Kennedy Jr. Says COVID Protests Led Him to BitcoinRFK Jr. is deep down the Bitcoin rabbit hole—and it was the vaccine-mandate protests in Canada that got him started down the path.Source: Decrypt
Vaccine,2,Do you oppose all forms of vaccine?
Vaccine,9,"Here is the link to the article ""Lyme Vaccine Clinical Trials: History Repeating?"". Definitely worth reading! Among other things, it explains how and why the antibody tests were approved."
Vaccine,3038,"Robert F. Kennedy Jr. called out lockdowns, internet censorship of free speech, vaccine coercion, and the tyranny of fiat regimes all in about twenty minutes. Boom."
Vaccine,1,No we didn't. I did the test and trace lines and asked myself this very question with every call I made asking people if they had the vaccine and still advising them to isolate.
Vaccine,0,Ask her if she’d buy a new car without a warrantee. The vaccines come with zero warrantee or guaranteed. The drug company can’t be sued if the kids get vaccine damaged. It’s a crap shoot
Vaccine,1,"2/ many were associating the vaccine with evil. However, just as meat offered to idols is not tainted by evil, neither are vaccines (that includes use of historic fetal cell lines).  Christians should grow past such immature understandings, rather than pastors promoting them."
Vaccine,2,"For me, a gym teacher was dating seniors, and a Math teacher got arrested for using a fake vaccine card"
Vaccine,0,I must have missed that recent IT covid podcast. Have you a link please?
Vaccine,0,The term 'antivaxer' is an interesting one. What are 'antivaxers' out to achieve? They have nothing to gain from their stance apart from to inform another people that there was/are alternative treatments to a said cause. Vaccines are not full proof. One size does not fit all.
Vaccine,0,Well I’ve discerned that there’s more reward over risk when it comes to vaccines in kids. Though I wouldn’t expect you to know anything because you haven’t touched anything close to medical since high school biology
Vaccine,0,"Yep. Told my wife around the ""it's OK to mix and match vaccines! Get the first one you can!"" That in 5 years we'd be hearing, ""We couldn't possibly have known how toxic they were..."""
Vaccine,1,Both my Bostons were highly reactive to their vaccines. Many runs back to the vet for steroid shots. Thank God the vet is only 1 mile away. Prayers for your sweet pup. ❤️🐾
Vaccine,0,I wonder why🤷‍♀️UN Says Confidence in Childhood Vaccines Down 44 Percent Worldwide
Vaccine,0,"doesnt matter if you have patience, you have no power, and neither do I. the government however does, and the law seems to support these decisions.So be angry all you want, reality is, the vaccine mandates and everything linked to it is legal and enforceable."
Vaccine,0,"5 Stars ""I enjoyed this read a lot. It was an interesting look into what the world could very easily slip into. The FRVR vaccine was just one aspect of the entire story. I liked how the author dipped into how reliant everyone can be on technology."""
Vaccine,0,"1 in 45000 chance of dying from covid, so ya.  And yes that was before the fake vaccines were introducedBut you believed the propaganda, all leftists did"
Vaccine,0,"Yeah nah ... can't find any evidence this was vaccine related .. so whats the go here ""MD""?   you're just another screaming anti vaxer that thinks everyone dies of the vaccine?"
Vaccine,2,"The vaccines were made by U.S military  then distributed to the pharmaceutical companies to stamp their names on it all a smoke screen big pharma then invoiced govt's for a vax already paid for by the public, a giant Ponzi scheme."
Vaccine,27,Could you please tell your German colleagues? We are blind on both eyes - ignoring the damage of (repeated) infections and not using the vaccine as an update like not giving the same recommendations as you do.
Vaccine,28,Vaccine mandates saved thousand of lives. Have you forgotten the freezer trucks used as morgues in parking lots before the vaccine?
Vaccine,4,I had a pt the other day tell me his cardiologist admitted that his atrial fibrillation was most likely brought on by the vaccine.
Vaccine,1,What’s funny is there’s more text about defending the vaccine than actually her story 🤣🙄🤦🏻‍♂️
Vaccine,0,2 timeline splits with solar flash. 1. switch on 5 Generation and nano tech from fake vaccines complete the transhuman into alternative digital reality prison . 2. The non boostered go into 5D
Vaccine,0,Oh this one is easy.  Your health care system is extremely predatory.  It's not the vaccines.  It's the lack of access to proper treatment.  Isn't health care costs still the leading cause of bankruptcy in the states?
Vaccine,4,But he really hates vaccines...
Vaccine,12,Australian Childhood Vaccine Schedule.  At school I remember the Sabin polio oral &amp; Rubella. Obviously ones as a baby but this is horrific. No wonder chronic illnesses are so prevalent.
Vaccine,0,Sure check out his analysis on the isreal data in real time. It showed the failing efficacy of the vaccines when they were trying to justify mandates.
Vaccine,0,"Come on John, why was they trying to get our vaccines using legal force ?How come not one EU nation got the vaccination until the EU allowed them to get it ??You would believe absolutely anything if you'd believe the shite in that link you sent.EXPLAIN PLEASE!"
Vaccine,0,Why were United States postal workers exempt from getting the vaccine?
Vaccine,1,Vaccine killion billions is complete Bullshit. No pharmaceutical company would like to kill its customers. Just a few class actions will its profits. Just think of Bayers weedkiller.
Vaccine,0,Leaked Phone Call CONFIRMS MANDATORY Vaccines In Canada  via
Vaccine,0,"On another note, if I ever receive another yellow fever vaccine my arm will dislocate itself and proceed to fall completely off.  A bruise the size of my whole hand &amp; soreness. 🫡"
Vaccine,12251,"Just like the AstraZeneca vaccine, the Johnson and Johnson vaccine has been quietly withdrawn and stocks destroyed. Both of these products were actually a strand of DNA and used an Adenovirus vector to enter the cells.Where are the national media headlines?"
Vaccine,0,if he can FIND a District attory to take the case under tort law he can sue for vaccine damage under extreme harmWhoa david martin just told steve kirsch
Vaccine,0,Go to hell you vaccine denier.
Vaccine,1,I’m not judging. I promoted this show to this awesome nurse from Iran who is learning Turkish while she was giving me a vaccine… I am the last person to judge…
Vaccine,0,Give me vaccines..during a worldwide pandemic..
Vaccine,0,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,Those hurt like hell! Big needle. I didn't even feel Covid vaccine
Vaccine,1,"Can only hope that this will be looked at with the conclusion that Shitcoin is useless, Vaccine Deniers are idiots, and Cancel Culture isn't real"
Vaccine,0,And the vaccine doesn't stop you from catching nor spreading it. 🤑
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,5,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,FDA Panel Recommends RSV Vaccine to Protect Young Infants
Vaccine,1,Vaccines also cause cancer
Vaccine,1,It is impossible for all vaccines to produce total lifelong immunity because that's not how the immune system works. It is not perfect against all diseases.
Vaccine,17,Whoa david martin just told steve kirsch    if he can FIND a District attory to take the case under tort law he can sue for vaccine damage under extreme harm
Vaccine,1,"CPP board has ""invested"" in pipelines in China/Tik Tok/Chinese surveillance company to monitor the Uyghurs. Do you really think Canadians will see a penny of that returned? These are donations to the CCP just like trudeaus vaccine purchase, perhaps even influenced by him."
Vaccine,0,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"And...just like Covid vaccines,the 'conspiracy theorists ' were correct again."
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,2 years too late
Vaccine,0,Lol!! Calm down mate.🫠🥹
Vaccine,0,I don't believe a word this old man has to say it's all #UN  the PM Wanker  61424436878 #NEWS #G7Summit #G7HiroshimaSummit Governments only care of $$$ Not Humans or Living Standards. UN-2030 wants YOU dead or a AI Vaccine Slave #COVID19Booster Scam
Vaccine,214,"I regret taking the Covid vaccine. Not because I suffered any ill-effects (except for a lump on my arm that took 2 years to disappear) but because I don’t think I needed it. I don’t trust ‘the science’, the speed at which it was developed and I don’t trust Big Pharma or governments. You?"
Vaccine,0,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"But, but...The vaccine was ready to go!They just needed the “public health emergency” to initiate “countermeasures,” including the “EUA vaccines.”This might be the scariest thing a govt has done to its people in all of history.Not falsifiable ⬇️"
Vaccine,1,they passed legislation in Fl to let him run and keep his governorship
Vaccine,0,Why the All or nothing stuff.?Lockdowns is an inflammatory word.I never got locked down from anything.Of course masks helped. The virus was mostly airborne. Vaccines saved millions of lives.We’re there some side effects? Yes.Deaths or severe reactions? Very Rare.
Vaccine,20,"The MMR left my son with catastrophic brain injury. My family will avoid all vaccines. But, FWIW, apparently monovalent shots are 'safer' than polyvalent."
Vaccine,0,I think it’s something in the vaccines
Vaccine,0,"My friend is a nurse, she got covid twice, once before vaccination, once after. She lived. Sorry we're not fawning of your as ""frontline heroes"", but don't play the ""my friends died"" card. Two of my friends died from the vaccine, which I also knew was dangerous up front."
Vaccine,1,"Yes boss, I know Red wine has what it takes to increase nitrous oxide levels dilating the blood vessels."
Vaccine,0,"Do you think they may update the vaccine again before then? One of the promises of mRNA tech was the ability to quickly update the vaccine and roll out production, but it hasn't happened that way yet...."
Vaccine,0,good thing they changed the definition of what a vaccine is because modifying your DNA will definitely cause novel mutations.
Vaccine,4,SV40 stands for Simian Virus 40 which was also included in Polio vaccines in the early 60s. Read “Dr Mary’s monkey” .
Vaccine,1,He has a speech impediment from a vaccine injury. Not sure that shud disqualify him for office.
Vaccine,1,They lied about Russia collusionThey lied about Trump’s phone call to UkraineThey lied about the Wuhan labThey lied about masks and vaccinesThey lied about Feds being involved with J6But they expect us to believe the 2020 election was the “most secure in history”?
Vaccine,6,"🤨COVID VACCINE UPDATE 💉🩸⚡️ Read it, read it twice ! :::: Moderna and Pfizer-BioNTech COVID-19 vaccines are no longer authorized for use in the United States. Now they offer a ""Bivalent "" COVID-19 vaccine with the original virus strain in the injection.."
Vaccine,1,"Only if you assume that a) All viruses and bacteria interact with and produce the same immune response involving identical cells of the immune system (false) b) All vaccines induce an identical immune response and identical memory responses (false, see pount a ) ."
Vaccine,2,"found you first! haha! proof: you breathe, you go on twitter, you drink"
Vaccine,1,"Remember Folks Autism can be caused parents age, parents genetics, environment factors but it’s never, ever vaccines. 🤔 Boost up Bitches! 🤡"
Vaccine,5,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,Take her out of the school system.It's way more than vaccines.
Vaccine,1,"Your abuse of passive reporting systems like VAERS was predictable.Same tactics were abused for decades by other non-expert vaccine denialists, such as the 'vaccines cause autism' crowd."
Vaccine,0,People are not wanting to get a Covid-19 vaccine they comes out of our tax paying dollars and I found this on Facebook and I blocked them. Don’t tread on my 4th amendment right I want to be free with a mask or a vaccine fear mongering is warmongering COVID-19. Phobics cut it out
Vaccine,9,Excited to join the #BIO2023 (Boston) panel “Fighting Antimicrobial Resistance with Vaccine Innovation: Obstacles &amp; Insights” with these amazing thought leaders:Jomana Musmar Jim Wassil #VaxcyteJP Sevilla Leonard Friedland
Vaccine,1,Governments paid $195 billion for Covid Vaccines which caused 36 million deaths – The Expose
Vaccine,0,"Thousands lining up for compensation, claiming the COVID vaccine made th...  via"
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,Hold on! Wait! You still believe the c19 vaccines were a net benefit? Really? As in real life?😂😂😂
Vaccine,0,"Quite ironically, actually, but never mind.And yeah, haters gonna hate. I'm not going to discuss that with you. There are also those that deny climate change and those that think vaccines are an instrument of control. Discussion is futile. Like Borg."
Vaccine,0,Don’t take any vaccines of any kind EVER!
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,25,"“Psychologists could refuse to treat someone for gender dysphoria, for example. Doctors could refuse to prescribe birth control, administer childhood vaccines, or accept patients with state insurance.”"
Vaccine,140,we need to find the gayfaceitis vaccine STAT
Vaccine,0,"And look at you getting ratioed. Hahahaha, no vaccine for TDS yet, huh? Hahahahaha"
Vaccine,8,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,Putin for president
Vaccine,59,"'We want them infected,"" was the call of then presidential science  adviser Paul Alexander. It's the title of   's new book - how some medical and public health professionals came  to become anti-vaccine and pro herd immunity."
Vaccine,0,"Certainly not that I'm aware of. I had an antibody test before the vaccine roll out as they wanted to assess the percentage of frontline healthcare workers  who had contracted the virus, but mine was negative despite being exposed to it. I've never had covid, vaxxed 4 times."
Vaccine,0,China has never had Vaccine Mandates
Vaccine,0,and the vaccines dont work
Vaccine,0,Probably from the vaccines.
Vaccine,0,"Guess the tricks on you. Vaccine doesn’t prevent spread, doesn’t stop you from getting Covid, doesn’t stop you from dying from it, and now we find out it doesn’t prevent serious Illness. It really does nothing but have a slight chance of killing you."
Vaccine,2,"1/2Western foreign policy towards 2nd &amp; 3rd world countries has been an unmitigated disaster. Exporting their working age men is just the latest folly. IMF loans, stealing resources, WHO depopulation (vaccine) campaigns, &amp; weapons sales. China takes a different approach."
Vaccine,0,I’ve had COVID-19 vax 5 times (all Moderna) now &amp; soon will go for 6 (my second bivalent). It’s a pretty blah vaccine all in all. FluAD flu vax definitely causes more tenderness.
Vaccine,0,So few vaccine related deaths but millions saved.
Vaccine,0,"Oh, for the love of Alan Turing, I am an actual human being.  And I think this whole ""vaccines cause autism"" thing is stupid.  It's stupid.  It's harmful, it's ableist af, and it's stupid."
Vaccine,2,The government’s catch 22 Covid Vaccine claim scheme is also designed not to pay anyone…very disappointed
Vaccine,1,"So what? There is no pandemic. Stop living a lie and worrying about daily life. No one wears masks now. Those that do, are those that fell for the lie and took the vaccine, therefore you wouldn't need the mask if it worked."
Vaccine,0,Hes bidens puppet master
Vaccine,22,"Doesn’t he realise everything he attributes to Covid is actually a side effect of the vaccines? He offers studies, too, from formerly reputable institutions. Someone should pay for lying to the public so blatantly. A lot of people are afraid of the wrong thing. It’s misdirection!"
Vaccine,0,My father died while participating in a clinical trial for the BOFA vaccine and I would like to tell his story.  Can you help?
Vaccine,0,I fucking hate what these vaccines have done to people. They have done nothing but ruining lives. And for what. They don't do a damn thing for the virus.
Vaccine,3,"good job my butt, she constantly interrupted him and spoke over him. she'd spew a lie then he'd try to respond &amp; she cut him off. her big 'vaccine study' she cited was funded by bill gates &amp; big pharma. yeah, THAT'S not biased."
Vaccine,0,How are those vaccines working for them? 🤨
Vaccine,30,"What Ms. Berndt seems to miss is that this condition, while rare, may be a proxy for other blood clotting anomalies that are less rare but have not yet been noticed. The problem is that a lot people have been peddling these vaccines as safe and effective (based on the fallacy of absence of evidence of harm) - some of them even advocating for mandates - without having a remote clue what they were talking about."
Vaccine,1,I got kicked out of our pediatric office (after 16 years &amp; 3 kids)… when I declined the required cdc vaccines for my kids (woke up to the scam during covid)! That’s when I also started seeing the doctors bonus $ circulating. I THANK GOD my kids are healthy after learning this!🙏
Vaccine,3,"Did you value Joe's opinion when he said, ""...anyone who refuses whatever vaccine they are eligible for can no longer consider themselves a truly decent member of society.""?"
Vaccine,0,Why? the vaccine saved millions of lives.
Vaccine,6,Thankfully those vaccines were so good! 🤣🤡
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Since COVID was a major killer in 2020 and 2021, an ""over the top response"" was more than warranted. And no rational person thinks a COVID vaccine is an ""over the top response"" anyway."
Vaccine,3,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,the pandemic was just the flu or cold and lies. It's not the plaque. Masks were mostly used for controlling people to see how far they could get. The pandemic didn't happen until they gave the vaccines. Did u live like this with the flu before covid happened?
Vaccine,1,sorry for your loss.. there are many sudden deaths related to these (not safe) vaccines.  I really pray you get get justice.  I am not an anti-vaccine…but somehow I was hesitant about this.  I did not take the shot nor have I had Covid.  God bless you
Vaccine,0,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,3,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,3,Thank you. It was horrible. He dropped dead the day after he was married. IMO because of this bogus and sometimes deadly vaccine that they forced on people. He drove an ambulance and had to take it or lose his job. The more I reflect on what was done to us the more pissed off I get.
Vaccine,1,"-vaccines in arms - mass muyrder by myocarditis, blootd clots and  Prion disease- delivering Ukraine aid - Conjob mass embezzlement-  where all members feel protected, respected, and empowered  -Turning a fighting force into well the communist liberal party..."
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,4,"I'm old-ish too 😄Have had all the childhood vaccines, 4 covid shots, flu shot every year, and boosters when my grandkids were born! And damned proud of it!"
Vaccine,2,"Question: If vaccines are so safe, why do the Pharma companies require unlimited liability protection against lawsuits due to liability?"
Vaccine,8,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,518,"In fact, the election was stolen.  routinely makes a false claim that it wasn’t. The AP also has consistently lied about vaccines, COVID deadliness, Russia Collusion, Hunter Biden, and ’s obvious and blatant corruption."
Vaccine,1,Trump did an incredible job getting the vaccine out there and he said only take the shot 💉IF you are in a compromised state. Fauci went wacko as did the media!  The election was stolen and everybody knows it!!
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"AND, the pets as well..  Many many vets are saying the vaccines are too strong and too often if needed at all???!!!!  Research.. $$$$$$$$ !!"
Vaccine,0,Greta is a Rothschild.Rothschild family desires to enslave the entire world!Jacob Rothschild had the patent of the Covid -19 vaccine in 2015. Fancy that!
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"there was no ""whatabout"" - known by then that the Vaccines were working &amp; plenty available. Ron invited the anti-vax crowd to Florida and made it clear he was on their team. Look at peak FL during Delta (1st image)...compared to MA (2nd image).*multiply MA x 2.5 to adjust pop."
Vaccine,0,"From what we now know,  the CDC have no credibility left.I am not joking when I say to this day I have barely received any honest reporting on COVID or Vaccines from the MSM/governments/cdc."
Vaccine,1,reason for vaccine
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"It's clear at this point that there will never be a vaccine anywhere, for anything, that FDA does NOT approve.FDA should skip the meetings and fake deliberation and just proceed directly to the approval announcement."
Vaccine,0,Project Veritas in investigation on the FDA PFIZER VACCINE APPROVMENT
Vaccine,0,That's like the same strain as in the flu vaccine ...
Vaccine,1,He has a share in the profits of vaccine sales.
Vaccine,1,DOCTORS YET HAVE NOT DISCOVERED ANY VACCINE FOR UNNECESSARILY BARKING !! UNDERSTAND THE NEWS FIRST BEFORE MODI BASHING ?
Vaccine,1,What I said was the vaccine doesn’t stay in the deltoid. It does not. I said nothing the vasculature whatsoever.
Vaccine,0,The LGBTQ legislations are driving the generations crazy. Who is benefiting from such a community destruction..who is benefiting from spreading out covid19.. Who is benefiting from spreading out the killing vaccines.. Who is benefiting from causing wars. US officials must answer
Vaccine,3,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,I can't believe i have to say this.5-7 years for the safety data or longer on new vaccines a court ruling made Pfizer release the data that they had sealed for 75yrs  2.6b Pfizer had to pay for blackmail extortion and deaths the biggest payment in history keep on shilling
Vaccine,1,"CDC Issues Monkeypox Alert, Recommends Two Doses of Vaccine Despite Questions About Efficacy • Children's Health Defense"
Vaccine,0,Find out when his last “vaccine” injection was coerced into him so others can understand their risks.   Truth will save lives.
Vaccine,1,all those people who still don’t know how dangerous vaccines are 😢
Vaccine,1,"I was had pretty big muscles at that age, compatibleAnyways. He died from the mRNA vaccine, idk why this matters enough that people are making a big deal out of itLets say he DID do roids, so what?"
Vaccine,4,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,‘Sad Day for Babies and Mums’: FDA Panel Recommends Pfizer’s RSV Vaccine for Pregnant Women • Children's Health Defense
Vaccine,8,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Ive heard there’s a $100,000 reward for information leading to the discovery of Placebo Controlled RCT studies showing the safety of certain vaccines- Links?"
Vaccine,5,The jury is in. The debate is over. Vaccines 100% cause autism. Anyone saying otherwise is uninformed or a pharma shill. Follow Larry Cook and check out this awesome site explaining how
Vaccine,2,"""Why vaccinated people dying from c0vid-19 doesn't mean the vaccines are ineffective.""CNN, October 19, 2021"
Vaccine,2,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,5,They stop the severity of symptoms and reduce likelihood of transmission.  As do lots of vaccines for different ailments
Vaccine,3,"I'd rather go to an alternative medical practitioner any day, GP's are nothing more than peddlers of pharmaceutical products, and the ones that backed the vaccine have lost all credibility with the public, your on the wrong side of history"
Vaccine,0,"For people my age, Covid is very unpredictable and can causing lasting damage. After two of my neighbours died in the first wave, I was very grateful for the vaccine when it became available. I'm 4 x jabbed and have never had Covid."
Vaccine,0,Because of vaccines.
Vaccine,1,Just curious. When do you call yourself out for misinformation for these tweets that were never backed up by any scientific data. And I support vaccines.
Vaccine,0,Vaccine injuries and deaths off the charts.
Vaccine,2,Wow—a “doctor” who doesn’t believe in medicine. So I won’t ask you about vaccines or any scientific stuff. I bet you got your edjumuhkashun at tRump U.
Vaccine,1,"Vaccines are not drugs. They *prevent* or ameliorate potentially deadly diseases, and no-one is forced to have them. You clearly don't understand the depth of depravity to which Nazis sank; theirs was a mission of death for those they disagreed with. #VaccinesSaveLives"
Vaccine,0,But the vaccine doesn’t work.
Vaccine,0,All 3 kids with autism. 1 vaxxed and 2 unvaxxed. All 3 had to have c sections. Itd more than vaccines but a culmination of things
Vaccine,1,Non-live vaccines vs. live vaccines.  Non-live vaccines increase mortality (DTP = 5X).
Vaccine,0,Anti vaccine is not a crime.Forcing vaccines is. Segregating society is. Promoting nazi narratives that unvax kill people by spreading diseases is.But you are more interested in smearing and supporting fascism
Vaccine,0,Lying to people has very serious consequences. I'll never trust a vaccine again thanks to Pfizer and Moderna.
Vaccine,6,Please get your TDS vaccine
Vaccine,1,"And Mrs Slocombe has in her words ""a Jacksie full of vaccine"" 🤣"
Vaccine,0,"You talk about “vaccines” without specifying “mRNA”.The J&amp;J, AZ, and Sputnik adenovirus ones were fine, as was the Novavax isolated protein one.  The Sinovac “dead virus” was even better - a bit less effective initially, but with multiple antigens, better against evolved virus."
Vaccine,0,But you are concentrating it and feeding it. You know covid vaccines have side effects of lung problems so if you took the vaccine I hope you realize it and don't do it again
Vaccine,0,"You got that wrong tbh, i resorted to comparing the tactics of sharing false content. maybe u should read all your comments above?defending the actions of the police in my eyes is same as saying: oh well the dogs were  just collateral. I guess i touched a nerve w/vaccines, sorry"
Vaccine,0,Then you guys get together and educate people who like Trump and also realize he needs to be educated about the vaccines which are bioweapons!!!!
Vaccine,0,300 Percent Risk of Major Eye Problem After mRNA Vaccine: Study - Facts Matter
Vaccine,0,Vaccine= You are invading someone's body with a poison
Vaccine,0,"Check out mayflower_new's video! #TikTok . Fasci and everyone who colluded with him should be arrested, charged with conspiracy to commit murder in the interest of profit by infecting the WORLD with the coronavirus just so they could get a vaccine template."
Vaccine,7,That's what happens when you enforce an Untested Vaccine...maybe stop being Guinea Pigs?
Vaccine,0,"i don't know much about NSP6 but i ***think*** it's more to do with viral replication? i am vaccine injured, not had COVID"
Vaccine,0,"There is regularly not community notes on right wing conspiracies such, but plenty unverified and biased community notes on issues like vaccines etc etc"
Vaccine,2,"Fast forward to now. He's mainly housebound, can go anywhere, head bangs over 100 times a day. Hears things,can't manage school even 10 hours a week.i always trusted vaccines until then and saw with my own eyes. I'm pissed as hell about it!"
Vaccine,1,What conspiracy hasn't come true?Vaccines didn't work. Virus came from a Fauci funded lab.What else?
Vaccine,0,Baffled I tell you baffled I am. Covid vaccine.
Vaccine,0,Is what you are told... What if the numbers for vaccines was as fake as the death tolls... Remember nobody died of covid 19... They died w it.
Vaccine,0,Have there been any deaths caused by the covid vaccine?
Vaccine,7,"“Anti vaccine writer, health-related conspiracy theorist” 🤣🤣🤣 I lol’d pretty hard"
Vaccine,0,Unless it comes to in ineffective vaccines. Then it is.Mutilating kids. None of your business.
Vaccine,0,How many times did Biden by hundreds of millions of doses of a useless vaccine?
Vaccine,0,They're vaccines whatever misinformation you want to push!
Vaccine,0,Krystal And RFK JR DEBATE Vaccines | Breaking Points  via  Great interview
Vaccine,0,"""Advisers to the U.S. Food and Drug Administration on Thursday recommended the agency approve Pfizer’s respiratory syncytial virus, or RSV, vaccine for pregnant women, despite concerns about premature births identified during clinical trials."""
Vaccine,0,Does the covid vaccine cause some to die? YesDoes it kill everyone that took it? NoAnd there breaks your all or nothing silly argument 👌
Vaccine,1,Did Connor get the vax at Publix?? Desantis said “Vaccines are saving lives”! He shutdown from April - September 2020 pretty much and students had to wear masks for that school year.
Vaccine,0,Go and take your vaccine then.
Vaccine,0,"It's all theater. Remember how leftists were all saying they wouldn't take Trump's experimental vaccine in 2020? I'm sure the election was stolen,but Trump folded like a bitch on J7 just so Biden could sell them vaccines. If Dems did warp speed, Reps would have formed a lynch mob"
Vaccine,0,"Indeed, the immune response to mRNA vaccines is affected by a ...The problem with this product is not how you make it or the quality of it, but the fact that it takes over 6"
Vaccine,28,The safe conservative position is to  say NO to ALL vaccines until AFTER the poison pushers have been arrested/held accountable at Nuremberg 2.0 and then we can revisit which ones may be good (when so many of them are POISON)
Vaccine,0,"Also people aren't disliking Breaking Points they dislike all the stupid shit RFK believes in. This was probably his only shot with ""the left"". He thinks vaccines cause Autism and is pretty anti-vax. Add that on top of not wanting to fight for single payer &amp; he's done, he's done"
Vaccine,0,"I keep being told that Democraps are okay with the government controlling your medical decisions. Remember, you need to get the vaccine. Well now the smart government is controlling the mutilation care saying your kid needs to wait until they are 18 to mutilate their body. Zip it"
Vaccine,0,"HIV Fighting Stigma} Doctor shares future of HIV vaccines - Action News 5: Shelby County has some of the highest rates of new HIV infection in the country, and awareness is key."
Vaccine,1,"What semantics are you wanting to play? In the group at highest risk of myocarditis after COVID vaccination -young men aged 16-24, Pfizer vaccine shows a 5x higher risk of myocarditis versus the unvaccinated cohort, Moderna vaccine shows a 15x higher risk"
Vaccine,0,"When in doubt play into xenophobic fears.  Pretty sure there are posts somewhere on twitter linking vaccines to feminism, muslims and pedophilia.  It’s all nonsense."
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"No one said Covid was over. The literal definition of ENDEMIC is that it means ongoing, but enough people will gain immunity from vaccines &amp; natural infection making it WEAKER so there will be less transmission &amp; much less hospitalizations &amp; death as it continues to circulate."
Vaccine,0,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"is a traitor to American Values. He hates when America uses their freedom to express, freedom of speech that is used against him.   they're many many people who belive the elections were rigged, anti vaccine people, twitter is going down hill."
Vaccine,81,Find instructions on how to help push this bill past the finish line here:
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,Seems to be a lot of cancer since we were all forced (or tricked) to take those experimental vaccines that over taxed our immune systems.Weird!
Vaccine,8,"Why does every publication regarding COVID vaccines need to be accompanied by the phrase ""the benefits of COVID vaccines outweigh the risks""Even when the publication is about deaths. It's a lie. Yet here are 200 papers saying the same:"
Vaccine,0,"It's funny, too, because autistic people have been around since long before that particular vaccine existed."
Vaccine,14,"I do the same. And when I got my first vaccine in 2021, I was able to go back to my instrument training."
Vaccine,2,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINE CAUSES BLOOD CLOTS! 🤯😱🚫💉🚨👇
